"system_object_id";"global_id";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"OperatingOrgName";"EntryState";"Pavilion";"Direction";"ID";"StationName";"geoData";
"65";"1715951";"«Бескудниково», Дмитровское шоссе (от центра)";"37.5481064149132";"55.8743403107145";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А63; А685; А763; А763К; А799; Тб78";"ГУП «Мосгортранс»";"активна";"да";"от центра";"65";"Бескудниково";"{type=Point, coordinates=[37.5481064459488, 55.8743399430135]}";
"66";"1715952";"«Баскетбольная школа», Дубнинская улица (от центра)";"37.5577474506093";"55.8806124293294";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"66";"Баскетбольная школа";"{type=Point, coordinates=[37.5577474807871, 55.8806120619554]}";
"67";"1715953";"«Д/к Юность», Дубнинская улица (от центра)";"37.5577143072322";"55.8840806051129";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"67";"Д/к Юность";"{type=Point, coordinates=[37.5577143374513, 55.8840802374343]}";
"68";"1715954";"«Мкр. Дубки», Дубнинская улица (от центра)";"37.5576796942824";"55.8876178739915";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"68";"Мкр. Дубки";"{type=Point, coordinates=[37.5576797244719, 55.8876175064199]}";
"69";"1715955";"«Ин-т Стали», Дубнинская улица (от центра)";"37.5576213841246";"55.8922865043233";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"69";"Ин-т Стали";"{type=Point, coordinates=[37.5576214148359, 55.8922861368693]}";
"70";"1715956";"«Керамический пр.», Дубнинская улица (от центра)";"37.5575632613255";"55.8943697899337";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"70";"Керамический пр.";"{type=Point, coordinates=[37.5575632920449, 55.8943694225398]}";
"71";"1715957";"«Платф. Лианозово (выс.)», Керамический проезд (от центра)";"37.5549571619866";"55.8963512704889";"Керамический проезд";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"";"активна";"нет";"от центра";"71";"Платф. Лианозово (выс.)";"{type=Point, coordinates=[37.5549571923032, 55.8963509029091]}";
"72";"1715958";"«Ст. Ховрино (пос.)», Деповская улица (в центр)";"37.5115874291216";"55.8696342517162";"Деповская улица";"Северный административный округ";"район Западное Дегунино";"А270; А748; А154; А215; А191; А215к; А665";"";"активна";"нет";"в центр";"72";"Ст. Ховрино (пос.)";"{type=Point, coordinates=[37.5115874603723, 55.8696338840642]}";
"73";"1715959";"«Весенняя ул.», Ангарская улица (от центра)";"37.514624185678";"55.8738206971876";"Ангарская улица";"Северный административный округ";"район Западное Дегунино";"А665";"ГУП «Мосгортранс»";"активна";"да";"от центра";"73";"Весенняя ул.";"{type=Point, coordinates=[37.5146242169109, 55.8738203293363]}";
"74";"1715960";"«Мкр. Западное Дегунино», Ангарская улица (от центра)";"37.5174087980569";"55.8761341927622";"Ангарская улица";"Северный административный округ";"район Западное Дегунино";"А665";"ГУП «Мосгортранс»";"активна";"да";"от центра";"74";"Мкр. Западное Дегунино";"{type=Point, coordinates=[37.5174088289285, 55.876133825272]}";
"75";"1715961";"«Ангарская ул.», Коровинское шоссе (от центра)";"37.5224620961276";"55.8789531518122";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А114; А656; А665; А799; Тб56";"ГУП Мосгортранс";"активна";"да";"от центра";"75";"Ангарская ул.";"{type=Point, coordinates=[37.5224621271503, 55.8789527840719]}";
"76";"1715962";"«Колледж № 7», Клязьминская улица (от центра)";"37.5205108862106";"55.8844530846047";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А194; А665; А200";"ГУП «Мосгортранс»";"активна";"да";"от центра";"76";"Колледж № 7";"{type=Point, coordinates=[37.520510917248, 55.8844527170027]}";
"77";"1715963";"«Ин-т Микрохирургии глаза», Коровинское шоссе (в центр)";"37.5370259547632";"55.8689609283798";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А215К; А656; Тб56";"ГУП «Мосгортранс»";"активна";"да";"в центр";"77";"Ин-т Микрохирургии глаза";"{type=Point, coordinates=[37.5370259857508, 55.8689605606284]}";
"11";"1715965";"«Наб. Тараса Шевченко», набережная Тараса Шевченко (от центра)";"37.5728749603633";"55.7494564437325";"набережная Тараса Шевченко";"Западный административный округ";"район Дорогомилово";"А157; А840; А91";"ЗАО «Валль СНГ»";"активна";"да";"от центра";"11";"Наб. Тараса Шевченко";"{type=Point, coordinates=[37.5728749907897, 55.7494560751725]}";
"26";"1715966";"«ВКНЦ», 3-я Черепковская улица (в центр)";"37.3754792363795";"55.7573179114445";"3-я Черепковская улица";"Западный административный округ";"район Кунцево";"А642; А660; А798; А816; А829";"";"активна";"нет";"в центр";"26";"ВКНЦ";"{type=Point, coordinates=[37.3754792673938, 55.7573175430039]}";
"32";"1715967";"«Новосущевская ул.», улица Сущёвский Вал (в центр)";"37.6030389738122";"55.7927166482232";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А126; А84; А84А; А84К; Тб18; Тб42";"ООО «Праймсайт»";"активна";"да";"в центр";"32";"Новосущевская ул.";"{type=Point, coordinates=[37.6030390040499, 55.7927162800409]}";
"34";"1715968";"«Керамический пр.», Дубнинская улица (в центр)";"37.5572887599564";"55.8946794410296";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП Мосгортранс";"активна";"да";"в центр";"34";"Керамический пр.";"{type=Point, coordinates=[37.557288790254, 55.8946790736417]}";
"35";"1715969";"«Ин-т Стали», Дубнинская улица (в центр)";"37.5572840752764";"55.8914995952832";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А179; А167; А799; А677";"ГУП «Мосгортранс»";"активна";"да";"в центр";"35";"Ин-т Стали";"{type=Point, coordinates=[37.5572841055341, 55.891499227963]}";
"36";"1715970";"«Мкр. Дубки», Дубнинская улица (в центр)";"37.5573740463654";"55.8874753366993";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"в центр";"36";"Мкр. Дубки";"{type=Point, coordinates=[37.5573740771913, 55.8874749689829]}";
"37";"1715971";"«Д/к Юность», Дубнинская улица (в центр)";"37.5573868213569";"55.8836870313309";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"ГУП «Мосгортранс»";"активна";"да";"в центр";"37";"Д/к Юность";"{type=Point, coordinates=[37.557386852126, 55.8836866639872]}";
"38";"1715972";"«Баскетбольная школа», улица 800-летия Москвы (в центр)";"37.5563322219911";"55.8800927745315";"улица 800-летия Москвы";"Северный административный округ";"район Восточное Дегунино";"А149; А167; А179; А748; А799; А857";"ГУП «Мосгортранс»";"активна";"да";"в центр";"38";"Баскетбольная школа";"{type=Point, coordinates=[37.5563322524459, 55.8800924067225]}";
"39";"1715973";"«ВИСХОМ», Дмитровское шоссе (в центр)";"37.5459877190328";"55.8777403241782";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"Тб78; А763К; А685; А763; А63; А179";"ГУП «Мосгортранс»";"активна";"да";"в центр";"39";"ВИСХОМ";"{type=Point, coordinates=[37.5459877496192, 55.877739956359]}";
"40";"1715974";"«Бескудниково», Дмитровское шоссе (в центр)";"37.5470337861932";"55.8746580911101";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А685; А763; А63; А179; Тб78";"ГУП «Мосгортранс»";"активна";"да";"в центр";"40";"Бескудниково";"{type=Point, coordinates=[37.5470338170884, 55.8746577235621]}";
"41";"1715975";"«Селигерская ул.», Дмитровское шоссе (в центр)";"37.5467394019306";"55.8692630339421";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А685; А763; А63; А179";"";"активна";"нет";"в центр";"41";"Селигерская ул.";"{type=Point, coordinates=[37.5467394328746, 55.8692626665301]}";
"42";"1715976";"«К/т Ереван», Дмитровское шоссе (в центр)";"37.5487176869631";"55.8632480525362";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А179; А194; А215К; А63; А656; А672; А685; А763; А763К";"";"активна";"нет";"в центр";"42";"К/т Ереван";"{type=Point, coordinates=[37.5487177180305, 55.8632476846041]}";
"43";"1715977";"«Ильменский пр.», Дмитровское шоссе (в центр)";"37.5538582507582";"55.8604866689382";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А179; А194; А215К; А63; А656; А672; А685; А763; А763К";"ГУП «Мосгортранс»";"активна";"да";"в центр";"43";"Ильменский пр.";"{type=Point, coordinates=[37.5538582813661, 55.8604863011781]}";
"44";"1715978";"«Ин-т Цветметавтоматика», Дмитровское шоссе (в центр)";"37.5598480604911";"55.8573237625026";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А179; А215К; А63; А656; А685; А763; А763К; Тб56; Тб78";"";"активна";"нет";"в центр";"44";"Ин-т Цветметавтоматика";"{type=Point, coordinates=[37.5598480912999, 55.8573233946921]}";
"45";"1715979";"«7-й автобусный парк», Дмитровское шоссе (в центр)";"37.5655963387583";"55.850693448432";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А114; А149; А154; А167; А179; А194; А215К; А63; А656; А672; А677; А763К";"ГУП «Мосгортранс»";"активна";"да";"в центр";"45";"7-й автобусный парк";"{type=Point, coordinates=[37.5655963698789, 55.8506930807117]}";
"46";"1715980";"«Нижн. Лихоборы», Дмитровское шоссе (в центр)";"37.5677995533918";"55.8466305437482";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А114; А170; А179; А154; А149; А656; А215К; А63";"";"активна";"нет";"в центр";"46";"Нижн. Лихоборы";"{type=Point, coordinates=[37.5677995842152, 55.8466301760134]}";
"47";"1715981";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра)";"37.5758649962844";"55.8371106618329";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А204; А114; А179";"ГУП «Мосгортранс»";"активна";"да";"от центра";"47";"Метро Петровско-Разумовская";"{type=Point, coordinates=[37.5758650270918, 55.8371102939733]}";
"48";"1715982";"«К/т Байкал», Большая Академическая улица (в центр)";"37.5390371943553";"55.8368370506184";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"";"активна";"нет";"в центр";"48";"К/т Байкал";"{type=Point, coordinates=[37.5390372246519, 55.83683668263]}";
"49";"1715983";"«Стадион Наука», Большая Академическая улица (в центр)";"37.532735066237";"55.8327438256984";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"ГУП Мосгортранс";"активна";"да";"в центр";"49";"Стадион Наука";"{type=Point, coordinates=[37.5327350974315, 55.8327434578153]}";
"50";"1715984";"«Управа района Коптево», улица Зои и Александра Космодемьянских (в центр)";"37.5224977648471";"55.8241143721796";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А780; А179";"ГУП «Мосгортранс»";"активна";"да";"в центр";"50";"Управа района Коптево";"{type=Point, coordinates=[37.5224977955533, 55.824114004056]}";
"51";"1715985";"«К/т Рассвет - Техникум», улица Зои и Александра Космодемьянских (в центр) (1)";"37.5189194299331";"55.8230814674339";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А179; А780";"ГУП «Мосгортранс»";"активна";"да";"в центр";"51";"К/т Рассвет - Техникум";"{type=Point, coordinates=[37.5189194609178, 55.8230810997545]}";
"52";"1715986";"«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских (в центр) (1)";"37.5107490152071";"55.8208906679114";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"";"активна";"нет";"в центр";"52";"3-й Новоподмосковный пер.";"{type=Point, coordinates=[37.5107490455703, 55.8208902998725]}";
"53";"1715987";"«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских ( (от центра))(от центра)";"37.5120255428533";"55.8211061351672";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"ГУП «Мосгортранс»";"активна";"да";"от центра";"53";"3-й Новоподмосковный пер.";"{type=Point, coordinates=[37.5120255740131, 55.8211057671915]}";
"54";"1715988";"«К/т Рассвет - Техникум», улица Зои и Александра Космодемьянских (от центра)";"37.5165731849562";"55.8223086988215";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"ГУП «Мосгортранс»";"активна";"да";"от центра";"54";"К/т Рассвет - Техникум";"{type=Point, coordinates=[37.5165732159674, 55.8223083308729]}";
"55";"1715989";"«Управа района Коптево», улица Зои и Александра Космодемьянских (от центра)";"37.5227932581195";"55.8238959927435";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А780; А179";"";"активна";"нет";"от центра";"55";"Управа района Коптево";"{type=Point, coordinates=[37.5227932882727, 55.8238956245918]}";
"56";"1715990";"«Стадион Наука», Большая Академическая улица (от центра)";"37.5336913330729";"55.8334296758173";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"ГУП «Мосгортранс»";"активна";"да";"от центра";"56";"Стадион Наука";"{type=Point, coordinates=[37.5336913639236, 55.8334293080039]}";
"60";"1715992";"«7-й автобусный парк», Дмитровское шоссе (от центра) (1)";"37.5656565306507";"55.8515226078484";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А194; А215К; А63; А656; А672; А763; А763К";"ГУП «Мосгортранс»";"активна";"да";"от центра";"60";"7-й автобусный парк";"{type=Point, coordinates=[37.565656561496, 55.8515222398665]}";
"61";"1715993";"«Ин-т Цветметавтоматика», Дмитровское шоссе (от центра)";"37.5596302223706";"55.8578674457398";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А215К; А63; А656; А685; А763; А763К; А799; Тб36; Тб47; Тб56; Тб78";"ГУП «Мосгортранс»";"активна";"да";"от центра";"61";"Ин-т Цветметавтоматика";"{type=Point, coordinates=[37.5596302525418, 55.8578670782416]}";
"62";"1715994";"«Ильменский пр.», Дмитровское шоссе (от центра)";"37.554185078081";"55.8607566792635";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А191; А194; А215; А215К; А63; А656; А672; А685; А763; А763К; А799; Тб36; Тб47; Тб56; Тб78";"ГУП «Мосгортранс»";"активна";"да";"от центра";"62";"Ильменский пр.";"{type=Point, coordinates=[37.5541851082261, 55.8607563114075]}";
"63";"1715995";"«К/т Ереван», Дмитровское шоссе (от центра) (1)";"37.549403760353";"55.8636097265725";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А215К; А63; А656; А685; А763; А763К; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"63";"К/т Ереван";"{type=Point, coordinates=[37.5494037910503, 55.8636093589648]}";
"64";"1715996";"«Селигерская ул.», Дмитровское шоссе (от центра) (1)";"37.5474734899312";"55.8686160017904";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А179; А63; А685; А763; А763К; А799";"ГУП «Мосгортранс»";"активна";"да";"от центра";"64";"Селигерская ул.";"{type=Point, coordinates=[37.5474735208437, 55.8686156343614]}";
"78";"1715997";"«Селигерская ул.», Коровинское шоссе (в центр)";"37.5422632531603";"55.8665159588339";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А215К; А656";"ГУП «Мосгортранс»";"активна";"да";"в центр";"78";"Селигерская ул.";"{type=Point, coordinates=[37.5422632841666, 55.8665155911451]}";
"79";"1715998";"«К/т Комсомолец», Дмитровское шоссе (в центр)";"37.5696394036984";"55.8418459893608";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А114; А149; А167; А170; А179; А215К; А656; А677; А692; А763; А763К; А466; А215; А63; А191; А591; АМ10";"";"активна";"нет";"в центр";"79";"К/т Комсомолец";"{type=Point, coordinates=[37.5696394345108, 55.8418456216149]}";
"80";"1715999";"«Педагогический колледж», Большая Академическая улица (в центр)";"37.5529595017132";"55.8420113607243";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А114; А123; А179; А204; А87; Тб57";"ГУП «Мосгортранс»";"активна";"да";"в центр";"80";"Педагогический колледж";"{type=Point, coordinates=[37.5529595321715, 55.8420109930825]}";
"81";"1716000";"«Университет Природообустройства», Большая Академическая улица (в центр)";"37.5437023730235";"55.8385790874819";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"ГУП «Мосгортранс»";"активна";"да";"в центр";"81";"Университет Природообустройства";"{type=Point, coordinates=[37.5437024040456, 55.8385787198569]}";
"82";"1716001";"«Роддом № 27», Большая Академическая улица (в центр)";"37.5305406630391";"55.8291873799569";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А179; Тб57";"ГУП «Мосгортранс»";"активна";"да";"в центр";"82";"Роддом № 27";"{type=Point, coordinates=[37.5305406937708, 55.8291870118543]}";
"83";"1716002";"«Роддом № 27», Большая Академическая улица (от центра)";"37.5309405684472";"55.8293893551711";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А179; Тб57";"ГУП «Мосгортранс»";"активна";"да";"от центра";"83";"Роддом № 27";"{type=Point, coordinates=[37.5309405994768, 55.8293889870519]}";
"84";"1716003";"«Университет Природообустройства», Большая Академическая улица (от центра)";"37.5446503081702";"55.838721688881";"Большая Академическая улица";"Северный административный округ";"Тимирязевский район";"А204; А114; А179; Тб57";"ГУП «Мосгортранс»";"активна";"да";"от центра";"84";"Университет Природообустройства";"{type=Point, coordinates=[37.5446503386624, 55.8387213208029]}";
"85";"1716004";"«Педагогический колледж», Большая Академическая улица (от центра)";"37.5538849507019";"55.8421670153415";"Большая Академическая улица";"Северный административный округ";"Тимирязевский район";"А114; А123; А179; А204; А87; Тб57";"ГУП «Мосгортранс»";"активна";"да";"от центра";"85";"Педагогический колледж";"{type=Point, coordinates=[37.5538849810587, 55.8421666474363]}";
"86";"1716005";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра) (2)";"37.5751719781388";"55.8368241077002";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А194; А63";"ГУП «Мосгортранс»";"активна";"да";"от центра";"86";"Метро Петровско-Разумовская";"{type=Point, coordinates=[37.5751720091918, 55.8368237399202]}";
"6";"1716008";"«Дербеневская наб.», 3-й Дербеневский переулок (от центра)";"37.6551210101201";"55.7256294707454";"3-й Дербеневский переулок";"Южный административный округ";"Даниловский район";"А632";"";"активна";"нет";"от центра";"6";"Дербеневская наб.";"{type=Point, coordinates=[37.655121040822, 55.7256291020388]}";
"149";"1716011";"«Ф-ка игрушек», улица Клары Цеткин (в центр)";"37.5111664480611";"55.8299092807933";"улица Клары Цеткин";"Северный административный округ";"Войковский район";"А90; А621";"ГУП «Мосгортранс»";"активна";"да";"в центр";"149";"Ф-ка игрушек";"{type=Point, coordinates=[37.5111664792157, 55.8299089131392]}";
"150";"1716012";"«Старопетровский пр.», Старопетровский проезд (в центр)";"37.5079320444818";"55.8246730213849";"Старопетровский проезд";"Северный административный округ";"Войковский район";"А114; А90; А621";"ГУП «Мосгортранс»";"активна";"да";"в центр";"150";"Старопетровский пр.";"{type=Point, coordinates=[37.5079320749964, 55.8246726536495]}";
"151";"1716013";"«Онкологический диспансер», Старопетровский проезд (в центр)";"37.5035053451347";"55.8236398010361";"Старопетровский проезд";"Северный административный округ";"Войковский район";"А114; А90; А621";"ГУП «Мосгортранс»";"активна";"да";"в центр";"151";"Онкологический диспансер";"{type=Point, coordinates=[37.5035053760815, 55.8236394331496]}";
"153";"1716014";"«Коровинское ш.», Коровинское шоссе (в центр)";"37.5185591871758";"55.8823802741851";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А665; А799; А656";"ГУП «Мосгортранс»";"активна";"да";"в центр";"153";"Коровинское ш.";"{type=Point, coordinates=[37.5185592177496, 55.8823799067354]}";
"154";"1716015";"«Талдомская ул.», улица 800-летия Москвы (от центра)";"37.5285315517599";"55.8751612193139";"улица 800-летия Москвы";"Северный административный округ";"Дмитровский район";"А284; А748; А857; А92; А799; А114; А154";"ГУП «Мосгортранс»";"активна";"да";"от центра";"154";"Талдомская ул.";"{type=Point, coordinates=[37.5285315830097, 55.8751608518504]}";
"155";"1716016";"«Ин-т Микрохирургии глаза», Бескудниковский бульвар (в центр)";"37.5387679413813";"55.8731845474356";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А114; А154; А167; А206к; АМ10";"ГУП «Мосгортранс»";"активна";"да";"в центр";"155";"Ин-т Микрохирургии глаза";"{type=Point, coordinates=[37.5387679717887, 55.8731841799001]}";
"156";"1716017";"«Муз. школа», Бескудниковский бульвар (в центр)";"37.543836620982";"55.8735039137958";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А114; А154; А167; А206к; АМ10";"ГУП «Мосгортранс»";"активна";"да";"в центр";"156";"Муз. школа";"{type=Point, coordinates=[37.5438366519413, 55.8735035463354]}";
"168";"1716018";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра) (1)";"37.5757940226963";"55.8372395445044";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А167; А114";"ГУП «Мосгортранс»";"активна";"да";"от центра";"168";"Метро Петровско-Разумовская";"{type=Point, coordinates=[37.5757940538967, 55.8372391768794]}";
"184";"1716019";"«Детский сад», Нарвская улица (в центр)";"37.5033472864703";"55.8412279492353";"Нарвская улица";"Северный административный округ";"Головинский район";"А123";"";"активна";"нет";"в центр";"184";"Детский сад";"{type=Point, coordinates=[37.5033473171254, 55.8412275813092]}";
"185";"1716020";"«3-й Лихачевский пер.», 3-й Лихачёвский переулок (от центра)";"37.5215505647903";"55.8488434292284";"3-й Лихачёвский переулок";"Северный административный округ";"Головинский район";"А123; А22";"ГУП «Мосгортранс»";"активна";"да";"от центра";"185";"3-й Лихачевский пер.";"{type=Point, coordinates=[37.521550594922, 55.8488430612705]}";
"126";"1716021";"«Протезный з-д», Коровинское шоссе (от центра)";"37.5288255572927";"55.8735356509245";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А194; А215К; А656; А672; А92; Тб56";"ГУП «Мосгортранс»";"активна";"да";"от центра";"126";"Протезный з-д";"{type=Point, coordinates=[37.5288255881208, 55.8735352831206]}";
"127";"1716022";"«Талдомская ул.», Коровинское шоссе (от центра)";"37.5261550167749";"55.8753552692633";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А114; А191; А194; А656; А672; А799; Тб56";"ГУП «Мосгортранс»";"активна";"да";"от центра";"127";"Талдомская ул.";"{type=Point, coordinates=[37.5261550477326, 55.8753549014974]}";
"128";"1716023";"«Ангарская ул.», Ангарская улица (от центра)";"37.5256865863835";"55.8792025980261";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672";"ГУП «Мосгортранс»";"активна";"да";"от центра";"128";"Ангарская ул.";"{type=Point, coordinates=[37.5256866176479, 55.8792022302591]}";
"129";"1716024";"«Ангарская ул., 49», Ангарская улица (от центра)";"37.529303082826";"55.8812512693076";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672";"ГУП «Мосгортранс»";"активна";"да";"от центра";"129";"Ангарская ул., 49";"{type=Point, coordinates=[37.5293031136717, 55.8812509018227]}";
"130";"1716025";"«Храм Матроны Московской», Ангарская улица (от центра)";"37.53007852";"55.88382937";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672; А428; А191";"ГУП «Мосгортранс»";"активна";"да";"от центра";"130";"Храм Матроны Московской";"{type=Point, coordinates=[37.5300785510995, 55.883829002232]}";
"131";"1716026";"«Клязьминская ул.», Ангарская улица (от центра)";"37.5259505671059";"55.8863361921643";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672";"ГУП «Мосгортранс»";"активна";"да";"от центра";"131";"Клязьминская ул.";"{type=Point, coordinates=[37.525950598386, 55.8863358245349]}";
"132";"1716027";"«Учебный центр», Клязьминская улица (в центр)";"37.5214748734725";"55.8853130342029";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А194; А665; А200; А191";"ГУП «Мосгортранс»";"активна";"да";"в центр";"132";"Учебный центр";"{type=Point, coordinates=[37.5214749038455, 55.8853126667618]}";
"133";"1716028";"«Школа им. Марш. Говорова», Смольная улица (от центра) (1)";"37.4821076982071";"55.8611127875866";"Смольная улица";"Северный административный округ";"район Ховрино";"А90";"ГУП «Мосгортранс»";"активна";"да";"от центра";"133";"Школа им. Марш. Говорова";"{type=Point, coordinates=[37.482107729663, 55.8611124201725]}";
"134";"1716029";"«Смольная ул., 45», Смольная улица (от центра)";"37.4797544139989";"55.863042743915";"Смольная улица";"Северный административный округ";"район Ховрино";"А90";"ГУП «Мосгортранс»";"активна";"да";"от центра";"134";"Смольная ул., 45";"{type=Point, coordinates=[37.4797544455228, 55.8630423762011]}";
"178";"1716030";"«Муз. школа», Бескудниковский бульвар (от центра)";"37.5430155109012";"55.8736168368713";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А114; А154; А167; А206к; АМ10";"ГУП «Мосгортранс»";"активна";"да";"от центра";"178";"Муз. школа";"{type=Point, coordinates=[37.5430155414757, 55.8736164692226]}";
"179";"1716031";"«Ин-т Микрохирургии глаза», Бескудниковский бульвар (от центра)";"37.5367108345284";"55.8736140366593";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А114; А154; А167; А206к; АМ10";"ГУП «Мосгортранс»";"активна";"да";"от центра";"179";"Ин-т Микрохирургии глаза";"{type=Point, coordinates=[37.5367108657452, 55.8736136691527]}";
"180";"1716032";"«Коровинское ш.», Коровинское шоссе (от центра)";"37.5178041013983";"55.8834613918762";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А799; А200; А656";"ГУП «Мосгортранс»";"активна";"да";"от центра";"180";"Коровинское ш.";"{type=Point, coordinates=[37.5178041316744, 55.8834610241139]}";
"169";"1716033";"«К/т Комсомолец», Дмитровское шоссе (от центра) (3)";"37.5702311378001";"55.8417040138935";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А114; А149; А170; А179; А206; А215К; А63; А656; А692; А82";"";"активна";"нет";"от центра";"169";"К/т Комсомолец";"{type=Point, coordinates=[37.5702311682604, 55.8417036459659]}";
"170";"1716034";"«Нижн. Лихоборы», Дмитровское шоссе (от центра) (1)";"37.5682989827938";"55.846796276683";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А114; А149; А170; А179; А206; А215К; А63; А656";"";"активна";"нет";"от центра";"170";"Нижн. Лихоборы";"{type=Point, coordinates=[37.5682990133755, 55.8467959088867]}";
"171";"1716035";"«7-й автобусный парк», Дмитровское шоссе (от центра) (2)";"37.5654467839131";"55.8517679378189";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А114; А149; А154; А167; А170; А677; А994; А466; А206к; А677К; АМ10";"ГУП «Мосгортранс»";"активна";"да";"от центра";"171";"7-й автобусный парк";"{type=Point, coordinates=[37.56544681476, 55.8517675700439]}";
"172";"1716036";"«Торговый центр», Бескудниковский бульвар (от центра)";"37.56175314508";"55.8627842309476";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А114; А154; А167; А206к; АМ10";"ГУП «Мосгортранс»";"активна";"да";"от центра";"172";"Торговый центр";"{type=Point, coordinates=[37.5617531759124, 55.8627838629905]}";
